year;month;day;hour;hmix
2017;11;14;08;55.92
2017;11;14;09;218.28
2017;11;14;10;337.93
2017;11;14;11;477.34
2017;11;14;12;612.61
2017;11;14;13;733.49
2017;11;14;14;809.95
2017;11;14;15;835.30
2017;11;14;16;796.34
2017;11;14;17;50.00
2017;11;14;18;50.00
2017;11;14;19;126.58
2017;11;14;20;126.58
2017;11;14;21;126.58
2017;11;14;22;55.25
2017;11;14;23;55.25
2017;11;15;00;55.25
2017;11;15;01;101.49
2017;11;15;02;101.49
2017;11;15;03;101.49
2017;11;15;04;71.50
2017;11;15;05;71.50
2017;11;15;06;71.50
2017;11;15;07;50.54
2017;11;15;08;50.54
2017;11;15;09;165.34
2017;11;15;10;237.36
2017;11;15;11;370.52
2017;11;15;12;492.42
2017;11;15;13;598.41
2017;11;15;14;676.83
2017;11;15;15;724.56
2017;11;15;16;690.27
2017;11;15;17;50.02
2017;11;15;18;50.02
2017;11;15;19;50.34
2017;11;15;20;50.34
2017;11;15;21;50.34
2017;11;15;22;50.00
2017;11;15;23;50.00
2017;11;16;00;50.00
2017;11;16;01;52.81
2017;11;16;02;52.81
2017;11;16;03;52.81
2017;11;16;04;50.78
2017;11;16;05;50.78
2017;11;16;06;50.78
2017;11;16;07;50.36
2017;11;16;08;50.36
2017;11;16;09;119.87
2017;11;16;10;269.95
2017;11;16;11;392.62
2017;11;16;12;499.84
2017;11;16;13;602.26
2017;11;16;14;685.40
2017;11;16;15;712.22
2017;11;16;16;666.77
2017;11;16;17;50.00
2017;11;16;18;50.00
2017;11;16;19;57.32
2017;11;16;20;57.32
2017;11;16;21;57.32
2017;11;16;22;62.77
2017;11;16;23;62.77
2017;11;17;00;62.77
2017;11;17;01;52.85
2017;11;17;02;52.85
2017;11;17;03;52.85
2017;11;17;04;50.00
2017;11;17;05;50.00
2017;11;17;06;50.00
2017;11;17;07;50.00
2017;11;17;08;50.00
2017;11;17;09;122.91
2017;11;17;10;272.28
2017;11;17;11;411.25
2017;11;17;12;538.24
2017;11;17;13;659.09
2017;11;17;14;753.65
2017;11;17;15;790.12
2017;11;17;16;751.54
2017;11;17;17;50.00
2017;11;17;18;50.00
2017;11;17;19;53.84
2017;11;17;20;53.84
2017;11;17;21;53.84
2017;11;17;22;50.00
2017;11;17;23;50.00
2017;11;18;00;50.00
2017;11;18;01;50.21
2017;11;18;02;50.21
2017;11;18;03;50.21
2017;11;18;04;54.58
2017;11;18;05;54.58
2017;11;18;06;54.58
2017;11;18;07;51.28
2017;11;18;08;51.28
2017;11;18;09;148.63
2017;11;18;10;300.50
2017;11;18;11;438.69
2017;11;18;12;569.49
2017;11;18;13;702.82
2017;11;18;14;793.42
2017;11;18;15;812.89
2017;11;18;16;760.06
2017;11;18;17;50.00
2017;11;18;18;50.00
2017;11;18;19;50.58
2017;11;18;20;50.58
2017;11;18;21;50.58
2017;11;18;22;51.84
2017;11;18;23;51.84
2017;11;19;00;51.84
2017;11;19;01;60.58
2017;11;19;02;60.58
2017;11;19;03;60.58
2017;11;19;04;56.03
2017;11;19;05;56.03
2017;11;19;06;56.03
2017;11;19;07;50.00
2017;11;19;08;50.00
2017;11;19;09;127.58
2017;11;19;10;264.48
2017;11;19;11;401.05
2017;11;19;12;518.91
2017;11;19;13;612.83
2017;11;19;14;667.42
2017;11;19;15;667.16
2017;11;19;16;630.40
2017;11;19;17;56.48
2017;11;19;18;56.50
2017;11;19;19;108.68
2017;11;19;20;108.68
2017;11;19;21;108.68
2017;11;19;22;97.27
2017;11;19;23;97.27
2017;11;20;00;97.27
2017;11;20;01;88.45
2017;11;20;02;88.45
2017;11;20;03;88.45
2017;11;20;04;78.60
2017;11;20;05;78.60
2017;11;20;06;78.60
2017;11;20;07;56.89
2017;11;20;08;56.89
2017;11;20;09;123.03
2017;11;20;10;212.09
2017;11;20;11;330.82
2017;11;20;12;430.35
2017;11;20;13;509.21
2017;11;20;14;559.13
2017;11;20;15;588.74
2017;11;20;16;551.58
2017;11;20;17;50.00
2017;11;20;18;50.00
2017;11;20;19;50.00
2017;11;20;20;50.00
2017;11;20;21;50.00
2017;11;20;22;50.00
2017;11;20;23;50.00
2017;11;21;00;50.00
2017;11;21;01;53.37
2017;11;21;02;53.37
2017;11;21;03;53.37
2017;11;21;04;51.23
2017;11;21;05;51.23
2017;11;21;06;51.23
2017;11;21;07;51.08
2017;11;21;08;51.08
2017;11;21;09;115.38
2017;11;21;10;224.46
2017;11;21;11;349.30
2017;11;21;12;454.94
2017;11;21;13;534.42
2017;11;21;14;581.84
2017;11;21;15;590.55
2017;11;21;16;559.96
2017;11;21;17;50.02
2017;11;21;18;50.02
2017;11;21;19;50.00
2017;11;21;20;50.00
2017;11;21;21;50.00
2017;11;21;22;50.00
2017;11;21;23;50.00
2017;11;22;00;50.00
2017;11;22;01;50.00
2017;11;22;02;50.00
2017;11;22;03;50.00
2017;11;22;04;50.00
2017;11;22;05;50.00
2017;11;22;06;50.00
2017;11;22;07;50.00
2017;11;22;08;50.00
2017;11;22;09;86.25
2017;11;22;10;248.19
2017;11;22;11;435.01
2017;11;22;12;591.95
2017;11;22;13;693.80
2017;11;22;14;737.45
2017;11;22;15;736.38
2017;11;22;16;693.89
2017;11;22;17;50.00
2017;11;22;18;50.00
2017;11;22;19;50.02
2017;11;22;20;50.02
2017;11;22;21;50.02
2017;11;22;22;50.00
2017;11;22;23;50.00
2017;11;23;00;50.00
2017;11;23;01;50.00
2017;11;23;02;50.00
2017;11;23;03;50.00
2017;11;23;04;57.54
2017;11;23;05;57.54
2017;11;23;06;57.54
2017;11;23;07;50.19
2017;11;23;08;50.19
2017;11;23;09;172.79
2017;11;23;10;273.40
2017;11;23;11;446.87
2017;11;23;12;599.05
2017;11;23;13;708.99
2017;11;23;14;766.02
2017;11;23;15;772.52
2017;11;23;16;732.55
2017;11;23;17;50.00
2017;11;23;18;50.00
2017;11;23;19;50.72
2017;11;23;20;50.72
2017;11;23;21;50.72
2017;11;23;22;52.42
2017;11;23;23;52.42
2017;11;24;00;52.42
2017;11;24;01;53.99
2017;11;24;02;53.99
2017;11;24;03;53.99
2017;11;24;04;54.02
2017;11;24;05;54.02
2017;11;24;06;54.02
2017;11;24;07;52.49
2017;11;24;08;52.49
2017;11;24;09;146.90
2017;11;24;10;208.89
2017;11;24;11;359.53
2017;11;24;12;488.33
2017;11;24;13;586.13
2017;11;24;14;644.74
2017;11;24;15;651.06
2017;11;24;16;609.94
2017;11;24;17;50.00
2017;11;24;18;50.00
2017;11;24;19;50.00
2017;11;24;20;50.00
2017;11;24;21;50.00
2017;11;24;22;50.00
2017;11;24;23;50.00
2017;11;25;00;50.00
2017;11;25;01;50.62
2017;11;25;02;50.62
2017;11;25;03;50.62
2017;11;25;04;50.00
2017;11;25;05;50.00
2017;11;25;06;50.00
2017;11;25;07;50.00
2017;11;25;08;50.00
2017;11;25;09;126.60
2017;11;25;10;321.66
2017;11;25;11;448.20
2017;11;25;12;537.53
2017;11;25;13;598.34
2017;11;25;14;632.53
2017;11;25;15;643.53
2017;11;25;16;604.16
2017;11;25;17;125.69
2017;11;25;18;125.70
2017;11;25;19;70.74
2017;11;25;20;70.74
2017;11;25;21;70.74
2017;11;25;22;51.58
2017;11;25;23;51.58
2017;11;26;00;51.58
2017;11;26;01;68.73
2017;11;26;02;68.73
2017;11;26;03;68.73
2017;11;26;04;251.69
2017;11;26;05;251.69
2017;11;26;06;251.69
2017;11;26;07;104.65
2017;11;26;08;104.65
2017;11;26;09;244.00
2017;11;26;10;496.25
2017;11;26;11;518.49
2017;11;26;12;597.35
2017;11;26;13;678.55
2017;11;26;14;794.10
2017;11;26;15;817.39
2017;11;26;16;756.34
2017;11;26;17;59.55
2017;11;26;18;61.02
2017;11;26;19;80.78
2017;11;26;20;80.78
2017;11;26;21;80.78
2017;11;26;22;107.62
2017;11;26;23;107.62
2017;11;27;00;107.62
2017;11;27;01;162.33
2017;11;27;02;162.33
2017;11;27;03;162.33
2017;11;27;04;77.25
2017;11;27;05;77.25
2017;11;27;06;77.25
2017;11;27;07;51.07
2017;11;27;08;51.07
2017;11;27;09;84.59
2017;11;27;10;186.15
2017;11;27;11;327.83
2017;11;27;12;449.02
2017;11;27;13;541.18
2017;11;27;14;599.66
2017;11;27;15;620.67
2017;11;27;16;564.50
2017;11;27;17;50.00
2017;11;27;18;50.00
2017;11;27;19;50.02
2017;11;27;20;50.02
2017;11;27;21;50.02
2017;11;27;22;50.01
2017;11;27;23;50.01
2017;11;28;00;50.01
2017;11;28;01;54.40
2017;11;28;02;54.40
2017;11;28;03;54.40
2017;11;28;04;52.75
2017;11;28;05;52.75
2017;11;28;06;52.75
2017;11;28;07;50.11
2017;11;28;08;50.11
2017;11;28;09;91.02
2017;11;28;10;205.65
2017;11;28;11;362.02
2017;11;28;12;496.63
2017;11;28;13;601.34
2017;11;28;14;663.87
2017;11;28;15;674.78
2017;11;28;16;622.97
2017;11;28;17;50.00
2017;11;28;18;50.00
2017;11;28;19;50.01
2017;11;28;20;50.01
2017;11;28;21;50.01
2017;11;28;22;54.06
2017;11;28;23;54.06
2017;11;29;00;54.06
2017;11;29;01;58.02
2017;11;29;02;58.02
2017;11;29;03;58.02
2017;11;29;04;51.09
2017;11;29;05;51.09
2017;11;29;06;51.09
2017;11;29;07;86.50
2017;11;29;08;86.50
2017;11;29;09;291.20
2017;11;29;10;279.30
2017;11;29;11;430.69
2017;11;29;12;566.12
2017;11;29;13;664.96
2017;11;29;14;717.71
2017;11;29;15;723.94
2017;11;29;16;673.40
2017;11;29;17;50.00
2017;11;29;18;50.00
2017;11;29;19;51.62
2017;11;29;20;51.62
2017;11;29;21;51.62
2017;11;29;22;54.44
2017;11;29;23;54.44
2017;11;30;00;54.44
2017;11;30;01;50.00
2017;11;30;02;50.00
2017;11;30;03;50.00
2017;11;30;04;50.01
2017;11;30;05;50.01
2017;11;30;06;50.01
2017;11;30;07;65.33
2017;11;30;08;65.33
2017;11;30;09;238.05
2017;11;30;10;333.95
2017;11;30;11;543.62
2017;11;30;12;772.38
2017;11;30;13;971.41
2017;11;30;14;1083.81
2017;11;30;15;1126.08
2017;11;30;16;1009.08
2017;11;30;17;50.22
2017;11;30;18;50.23
2017;11;30;19;50.05
2017;11;30;20;50.05
2017;11;30;21;50.05
2017;11;30;22;50.89
2017;11;30;23;50.89
2017;12;01;00;50.89
2017;12;01;01;-999
2017;12;01;02;-999
2017;12;01;03;-999
2017;12;01;04;-999
2017;12;01;05;-999
2017;12;01;06;-999
2017;12;01;07;-999
2017;12;01;08;-999
2017;12;01;09;-999
2017;12;01;10;-999
2017;12;01;11;-999
2017;12;01;12;-999
2017;12;01;13;-999
2017;12;01;14;-999
2017;12;01;15;-999
2017;12;01;16;-999
2017;12;01;17;-999
2017;12;01;18;-999
2017;12;01;19;-999
2017;12;01;20;-999
2017;12;01;21;-999
2017;12;01;22;-999
2017;12;01;23;-999
2017;12;02;00;-999
2017;12;02;01;325.35
2017;12;02;02;325.35
2017;12;02;03;325.35
2017;12;02;04;335.08
2017;12;02;05;335.08
2017;12;02;06;335.08
2017;12;02;07;289.55
2017;12;02;08;289.55
2017;12;02;09;296.03
2017;12;02;10;308.80
2017;12;02;11;382.17
2017;12;02;12;468.67
2017;12;02;13;646.84
2017;12;02;14;693.14
2017;12;02;15;705.36
2017;12;02;16;617.35
2017;12;02;17;64.97
2017;12;02;18;64.96
2017;12;02;19;80.96
2017;12;02;20;80.96
2017;12;02;21;80.96
2017;12;02;22;50.35
2017;12;02;23;50.35
2017;12;03;00;50.35
2017;12;03;01;243.24
2017;12;03;02;243.24
2017;12;03;03;243.24
2017;12;03;04;50.47
2017;12;03;05;50.47
2017;12;03;06;50.47
2017;12;03;07;50.00
2017;12;03;08;50.00
2017;12;03;09;50.00
2017;12;03;10;196.05
2017;12;03;11;337.45
2017;12;03;12;466.79
2017;12;03;13;569.91
2017;12;03;14;641.35
2017;12;03;15;666.23
2017;12;03;16;595.40
2017;12;03;17;50.06
2017;12;03;18;50.05
2017;12;03;19;50.00
2017;12;03;20;50.00
2017;12;03;21;50.00
2017;12;03;22;50.43
2017;12;03;23;50.43
2017;12;04;00;50.43
2017;12;04;01;57.43
2017;12;04;02;57.43
2017;12;04;03;57.43
2017;12;04;04;50.05
2017;12;04;05;50.05
2017;12;04;06;50.05
2017;12;04;07;50.03
2017;12;04;08;50.03
2017;12;04;09;50.03
2017;12;04;10;157.86
2017;12;04;11;298.48
2017;12;04;12;416.62
2017;12;04;13;498.12
2017;12;04;14;539.94
2017;12;04;15;540.16
2017;12;04;16;493.40
2017;12;04;17;50.00
2017;12;04;18;50.00
2017;12;04;19;50.00
2017;12;04;20;50.00
2017;12;04;21;50.00
2017;12;04;22;50.03
2017;12;04;23;50.03
2017;12;05;00;50.03
2017;12;05;01;50.08
2017;12;05;02;50.08
2017;12;05;03;50.08
2017;12;05;04;50.37
2017;12;05;05;50.37
2017;12;05;06;50.37
2017;12;05;07;50.23
2017;12;05;08;50.23
2017;12;05;09;50.23
2017;12;05;10;128.05
2017;12;05;11;231.91
2017;12;05;12;330.73
2017;12;05;13;407.96
2017;12;05;14;450.85
2017;12;05;15;457.74
2017;12;05;16;411.36
2017;12;05;17;50.00
2017;12;05;18;50.00
2017;12;05;19;50.00
2017;12;05;20;50.00
2017;12;05;21;50.00
2017;12;05;22;50.00
2017;12;05;23;50.00
2017;12;06;00;50.00
2017;12;06;01;50.00
2017;12;06;02;50.00
2017;12;06;03;50.00
2017;12;06;04;50.00
2017;12;06;05;50.00
2017;12;06;06;50.00
2017;12;06;07;50.00
2017;12;06;08;50.00
2017;12;06;09;50.00
2017;12;06;10;135.86
2017;12;06;11;240.09
2017;12;06;12;333.69
2017;12;06;13;403.55
2017;12;06;14;442.77
2017;12;06;15;450.41
2017;12;06;16;402.75
2017;12;06;17;50.00
2017;12;06;18;50.00
2017;12;06;19;50.00
2017;12;06;20;50.00
2017;12;06;21;50.00
2017;12;06;22;50.00
2017;12;06;23;50.00
2017;12;07;00;50.00
2017;12;07;01;50.00
2017;12;07;02;50.00
2017;12;07;03;50.00
2017;12;07;04;50.15
2017;12;07;05;50.15
2017;12;07;06;50.15
2017;12;07;07;50.02
2017;12;07;08;50.02
2017;12;07;09;50.02
2017;12;07;10;145.45
2017;12;07;11;306.84
2017;12;07;12;496.51
2017;12;07;13;597.14
2017;12;07;14;629.13
2017;12;07;15;622.46
2017;12;07;16;590.91
2017;12;07;17;50.00
2017;12;07;18;50.00
2017;12;07;19;50.00
2017;12;07;20;50.00
2017;12;07;21;50.00
2017;12;07;22;50.18
2017;12;07;23;50.18
2017;12;08;00;50.18
2017;12;08;01;50.00
2017;12;08;02;50.00
2017;12;08;03;50.00
2017;12;08;04;50.29
2017;12;08;05;50.29
2017;12;08;06;50.29
2017;12;08;07;50.51
2017;12;08;08;50.51
2017;12;08;09;50.51
2017;12;08;10;169.70
2017;12;08;11;305.50
2017;12;08;12;414.69
2017;12;08;13;492.78
2017;12;08;14;534.49
2017;12;08;15;539.53
2017;12;08;16;494.23
2017;12;08;17;50.02
2017;12;08;18;50.02
2017;12;08;19;50.00
2017;12;08;20;50.00
2017;12;08;21;50.00
2017;12;08;22;51.74
2017;12;08;23;51.74
2017;12;09;00;51.74
2017;12;09;01;50.92
2017;12;09;02;50.92
2017;12;09;03;50.92
2017;12;09;04;51.05
2017;12;09;05;51.05
2017;12;09;06;51.05
2017;12;09;07;56.10
2017;12;09;08;56.10
2017;12;09;09;56.10
2017;12;09;10;358.22
2017;12;09;11;402.72
2017;12;09;12;563.85
2017;12;09;13;805.94
2017;12;09;14;975.05
2017;12;09;15;996.41
2017;12;09;16;736.51
2017;12;09;17;107.83
2017;12;09;18;107.70
2017;12;09;19;106.48
2017;12;09;20;106.48
2017;12;09;21;106.48
2017;12;09;22;56.58
2017;12;09;23;56.58
2017;12;10;00;56.58
2017;12;10;01;72.59
2017;12;10;02;72.59
2017;12;10;03;72.59
2017;12;10;04;59.79
2017;12;10;05;59.79
2017;12;10;06;59.79
2017;12;10;07;50.24
2017;12;10;08;50.24
2017;12;10;09;50.24
2017;12;10;10;182.16
2017;12;10;11;312.83
2017;12;10;12;412.19
2017;12;10;13;480.89
2017;12;10;14;506.26
2017;12;10;15;531.81
2017;12;10;16;473.61
2017;12;10;17;99.38
2017;12;10;18;99.34
2017;12;10;19;130.26
2017;12;10;20;130.26
2017;12;10;21;130.26
2017;12;10;22;63.49
2017;12;10;23;63.49
2017;12;11;00;63.49
2017;12;11;01;50.54
2017;12;11;02;50.54
2017;12;11;03;50.54
2017;12;11;04;50.59
2017;12;11;05;50.59
2017;12;11;06;50.59
2017;12;11;07;63.04
2017;12;11;08;63.04
2017;12;11;09;63.04
2017;12;11;10;191.91
2017;12;11;11;284.26
2017;12;11;12;371.75
2017;12;11;13;458.98
2017;12;11;14;498.86
2017;12;11;15;504.94
2017;12;11;16;459.58
2017;12;11;17;112.70
2017;12;11;18;112.61
2017;12;11;19;211.67
2017;12;11;20;211.67
2017;12;11;21;211.67
2017;12;11;22;119.75
2017;12;11;23;119.75
2017;12;12;00;119.75
2017;12;12;01;230.86
2017;12;12;02;230.86
2017;12;12;03;230.86
2017;12;12;04;50.43
2017;12;12;05;50.43
2017;12;12;06;50.43
2017;12;12;07;127.91
2017;12;12;08;127.91
2017;12;12;09;127.91
2017;12;12;10;231.12
2017;12;12;11;349.79
2017;12;12;12;462.63
2017;12;12;13;569.08
2017;12;12;14;641.47
2017;12;12;15;666.42
2017;12;12;16;602.14
2017;12;12;17;50.00
2017;12;12;18;50.00
2017;12;12;19;52.99
2017;12;12;20;52.99
2017;12;12;21;52.99
2017;12;12;22;50.14
2017;12;12;23;50.14
2017;12;13;00;50.14
2017;12;13;01;51.47
2017;12;13;02;51.47
2017;12;13;03;51.47
2017;12;13;04;53.21
2017;12;13;05;53.21
2017;12;13;06;53.21
2017;12;13;07;50.07
2017;12;13;08;50.07
2017;12;13;09;50.07
2017;12;13;10;383.35
2017;12;13;11;522.64
2017;12;13;12;666.53
2017;12;13;13;773.79
2017;12;13;14;813.67
2017;12;13;15;808.68
2017;12;13;16;734.38
2017;12;13;17;50.00
2017;12;13;18;50.00
2017;12;13;19;50.00
2017;12;13;20;50.00
2017;12;13;21;50.00
2017;12;13;22;50.09
2017;12;13;23;50.09
2017;12;14;00;50.09
